cidade_residencial;bairro_residencial;cidade_trabalho;bairro_trabalho;;;;;
São Paulo;Santana;São Paulo;República;;;;;
São Paulo;Casa Verde;Não informado;Não informado;;;;;
São Paulo;Butantã;São Paulo;Higienópolis;;;;;
São Paulo;Santo Amaro;Não informado;Não informado;;;;;
São Paulo;Jabaquara;São Paulo;Consolação;;;;;
São Paulo;Limão;Não informado;Não informado;;;;;
São Paulo;Vila Prudente;Não informado;Não informado;;;;;
São Paulo;Campo Limpo;São Paulo;República;;;;;
São Paulo;Ipiranga;Não informado;Não informado;;;;;
São Paulo;Tatuapé;Não informado;Não informado;;;;;
São Paulo;Penha;São Paulo;República;;;;;
São Paulo;Higienópolis;São Paulo;Bela Vista;;;;;
São Paulo;Vila Prudente;Não informado;Não informado;;;;;
São Paulo;Butantã;São Paulo;Vila Prudente;;;;;
São Paulo;Bela Vista;Não informado;Não informado;;;;;
São Paulo;Campo Limpo;São Paulo;Casa Verde;;;;;
São Paulo;Vila Prudente;São Paulo;Tucuruvi;;;;;
São Paulo;Consolação;São Paulo;Consolação;;;;;
São Paulo;Campo Limpo;Não informado;Não informado;;;;;
São Paulo;Itaquera;São Paulo;Butantã;;;;;
São Paulo;Butantã;Não informado;Não informado;;;;;
São Paulo;Ipiranga;Não informado;Não informado;;;;;
São Paulo;Pinheiros;Não informado;Não informado;;;;;
São Paulo;Vila Prudente;São Paulo;Casa Verde;;;;;
São Paulo;Jabaquara;São Paulo;Limão;;;;;
São Paulo;Tatuapé;São Paulo;República;;;;;
São Paulo;Sé;Não informado;Não informado;;;;;
São Paulo;Perdizes;São Paulo;Bela Vista;;;;;
São Paulo;Santana;São Paulo;Santana;;;;;
São Paulo;Higienópolis;São Paulo;Sé;;;;;
São Paulo;Vila Prudente;Não informado;Não informado;;;;;
São Paulo;Ipiranga;Não informado;Não informado;;;;;
São Paulo;Tucuruvi;São Paulo;Tatuapé;;;;;
São Paulo;Vila Prudente;Não informado;Não informado;;;;;
São Paulo;Lapa;Não informado;Não informado;;;;;
São Paulo;Perdizes;São Paulo;Consolação;;;;;
São Paulo;Jabaquara;São Paulo;Tucuruvi;;;;;
São Paulo;Santo Amaro;São Paulo;República;;;;;
São Paulo;Santo Amaro;Não informado;Não informado;;;;;
São Paulo;Ipiranga;São Paulo;Sé;;;;;
Diadema;Centro;São Paulo;Bela Vista;;;;;
São Paulo;Butantã;Não informado;Não informado;;;;;
São Paulo;Vila Prudente;Não informado;Não informado;;;;;
São Paulo;Itaquera;Não informado;Não informado;;;;;
São Paulo;Santana;Não informado;Não informado;;;;;
São Paulo;República;Não informado;Não informado;;;;;
São Paulo;Consolação;São Paulo;Consolação;;;;;
São Paulo;Bela Vista;São Paulo;Higienópolis;;;;;
São Paulo;Jabaquara;São Paulo;Bela Vista;;;;;
São Paulo;Ipiranga;Não informado;Não informado;;;;;
São Paulo;Sé;São Paulo;Ipiranga;;;;;
São Paulo;República;São Paulo;Pinheiros;;;;;
São Paulo;Jabaquara;São Paulo;Campo Limpo;;;;;
São Paulo;Santana;São Paulo;Sé;;;;;
São Paulo;Jabaquara;Não informado;Não informado;;;;;
São Paulo;Bela Vista;Não informado;Não informado;;;;;
São Paulo;Campo Limpo;Não informado;Não informado;;;;;
São Paulo;Ipiranga;Não informado;Não informado;;;;;
São Paulo;Tucuruvi;São Paulo;Consolação;;;;;
São Paulo;Tucuruvi;Não informado;Não informado;;;;;
São Paulo;Lapa;São Paulo;Higienópolis;;;;;
São Paulo;Pinheiros;Não informado;Não informado;;;;;
São Paulo;Sé;São Paulo;Bela Vista;;;;;
São Paulo;Consolação;São Paulo;Higienópolis;;;;;
São Paulo;Bela Vista;São Paulo;Higienópolis;;;;;
São Paulo;Ipiranga;São Paulo;Consolação;;;;;
São Paulo;Lapa;São Paulo;Bela Vista;;;;;
São Paulo;Vila Prudente;São Paulo;Higienópolis;;;;;
São Paulo;Santana;São Paulo;Consolação;;;;;
São Paulo;Consolação;São Paulo;Campo Limpo;;;;;
São Paulo;Consolação;São Paulo;República;;;;;
São Paulo;Campo Limpo;São Paulo;Higienópolis;;;;;
São Paulo;Limão;Não informado;Não informado;;;;;
São Paulo;Pinheiros;São Paulo;Tucuruvi;;;;;
São Paulo;Santana;Não informado;Não informado;;;;;
São Paulo;República;Não informado;Não informado;;;;;
São Paulo;Tucuruvi;São Paulo;Limão;;;;;
São Paulo;Consolação;São Paulo;Bela Vista;;;;;
São Paulo;Vila Prudente;São Paulo;Santana;;;;;
Cavalcanti de Minas;Higienópolis;Não informado;Não informado;;;;;
Cunha de Moreira;Tatuapé;São Paulo;Perdizes;;;;;
São Paulo;Casa Verde;Não informado;Não informado;;;;;
São Paulo;Perdizes;São Paulo;República;;;;;
São Paulo;Vila Prudente;São Paulo;Limão;;;;;
São Paulo;Vila Prudente;São Paulo;Higienópolis;;;;;
São Paulo;Bela Vista;São Paulo;Limão;;;;;
São Paulo;Tucuruvi;Não informado;Não informado;;;;;
São Paulo;Sé;Não informado;Não informado;;;;;
São Paulo;Santo Amaro;São Paulo;Perdizes;;;;;
São Paulo;Santo Amaro;Não informado;Não informado;;;;;
São Paulo;Penha;São Paulo;Sé;;;;;
São Paulo;Pinheiros;São Paulo;Limão;;;;;
São Paulo;Higienópolis;São Paulo;Jabaquara;;;;;
São Paulo;Pinheiros;Não informado;Não informado;;;;;
São Paulo;Penha;Não informado;Não informado;;;;;
São Paulo;Sé;São Paulo;Casa Verde;;;;;
São Paulo;Tatuapé;Não informado;Não informado;;;;;
São Paulo;Vila Prudente;São Paulo;Bela Vista;;;;;
São Paulo;Bela Vista;São Paulo;Penha;;;;;
São Paulo;Higienópolis;São Paulo;Limão;;;;;
Barros;Lapa;São Paulo;Tucuruvi;;;;;
São Paulo;Penha;Não informado;Não informado;;;;;
São Paulo;Bela Vista;São Paulo;República;;;;;
Costela;Bela Vista;São Paulo;República;;;;;
São Paulo;Lapa;São Paulo;Higienópolis;;;;;
São Paulo;Ipiranga;São Paulo;Consolação;;;;;
São Paulo;Perdizes;Não informado;Não informado;;;;;
São Paulo;Santana;São Paulo;Higienópolis;;;;;
São Paulo;Sé;Não informado;Não informado;;;;;
São Paulo;Tatuapé;Não informado;Não informado;;;;;
Diadema;Perdizes;São Paulo;Casa Verde;;;;;
São Paulo;República;São Paulo;Limão;;;;;
São Paulo;Jabaquara;São Paulo;Higienópolis;;;;;
São Paulo;Campo Limpo;Não informado;Não informado;;;;;
São Paulo;Campo Limpo;São Paulo;República;;;;;
Diadema;Pinheiros;São Paulo;Bela Vista;;;;;
São Paulo;Limão;Não informado;Não informado;;;;;
São Paulo;Sé;São Paulo;Consolação;;;;;
São Paulo;Jabaquara;Não informado;Não informado;;;;;
São Paulo;Consolação;São Paulo;República;;;;;
São Paulo;Bela Vista;Não informado;Não informado;;;;;
São Paulo;Higienópolis;Não informado;Não informado;;;;;
São Paulo;Santo Amaro;Não informado;Não informado;;;;;
São Paulo;Santana;São Paulo;Tatuapé;;;;;
São Paulo;Santo Amaro;São Paulo;Tucuruvi;;;;;
São Paulo;Jabaquara;Não informado;Não informado;;;;;
São Paulo;Pinheiros;São Paulo;Higienópolis;;;;;
São Paulo;Tatuapé;São Paulo;Consolação;;;;;
São Paulo;Limão;São Paulo;República;;;;;
São Paulo;Campo Limpo;São Paulo;Perdizes;;;;;
São Paulo;Bela Vista;Não informado;Não informado;;;;;
São Paulo;Limão;São Paulo;Sé;;;;;
São Paulo;Sé;São Paulo;Bela Vista;;;;;
São Paulo;Higienópolis;Não informado;Não informado;;;;;
São Paulo;Butantã;Não informado;Não informado;;;;;
São Paulo;Jabaquara;São Paulo;Sé;;;;;
São Paulo;Santo Amaro;Não informado;Não informado;;;;;
São Paulo;Higienópolis;São Paulo;Consolação;;;;;
São Paulo;Sé;São Paulo;Bela Vista;;;;;
São Paulo;Butantã;Não informado;Não informado;;;;;
São Paulo;Consolação;Não informado;Não informado;;;;;
Diadema;Lapa;São Paulo;Itaquera;;;;;
São Paulo;Santo Amaro;Não informado;Não informado;;;;;
São Paulo;Santo Amaro;São Paulo;Higienópolis;;;;;
São Paulo;Pinheiros;São Paulo;Pinheiros;;;;;
São Paulo;Santana;São Paulo;Bela Vista;;;;;
São Paulo;Sé;São Paulo;Consolação;;;;;
São Paulo;Tatuapé;São Paulo;Perdizes;;;;;
São Paulo;Ipiranga;São Paulo;Vila Prudente;;;;;
São Paulo;Santo Amaro;Não informado;Não informado;;;;;
São Paulo;Sé;Não informado;Não informado;;;;;
São Paulo;Lapa;São Paulo;Higienópolis;;;;;
São Paulo;Vila Prudente;Não informado;Não informado;;;;;
São Paulo;Butantã;Não informado;Não informado;;;;;
São Paulo;Penha;São Paulo;Sé;;;;;
São Paulo;Lapa;São Paulo;Consolação;;;;;
São Paulo;Pinheiros;São Paulo;Lapa;;;;;
São Paulo;Tucuruvi;São Paulo;Vila Prudente;;;;;
Foga√ßa do Amparo;Penha;São Paulo;Tucuruvi;;;;;
São Paulo;Ipiranga;Não informado;Não informado;;;;;
São Paulo;Campo Limpo;São Paulo;Bela Vista;;;;;
São Paulo;Pinheiros;São Paulo;Bela Vista;;;;;
São Paulo;Limão;São Paulo;Consolação;;;;;
Diadema;Centro;São Paulo;Casa Verde;;;;;
Osasco;Casa Verde;Não informado;Não informado;;;;;
São Paulo;Butantã;Não informado;Não informado;;;;;
São Paulo;Santo Amaro;Não informado;Não informado;;;;;
São Paulo;Vila Prudente;Não informado;Não informado;;;;;
Diadema;Butantã;São Paulo;Bela Vista;;;;;
São Paulo;Lapa;Não informado;Não informado;;;;;
São Paulo;Sé;Não informado;Não informado;;;;;
São Paulo;Tucuruvi;Não informado;Não informado;;;;;
São Paulo;Tucuruvi;São Paulo;Bela Vista;;;;;
São Paulo;Campo Limpo;Não informado;Não informado;;;;;
São Paulo;República;São Paulo;República;;;;;
São Paulo;Pinheiros;Não informado;Não informado;;;;;
São Paulo;Sé;São Paulo;Itaquera;;;;;
São Paulo;Campo Limpo;São Paulo;Consolação;;;;;
São Paulo;Tatuapé;São Paulo;Casa Verde;;;;;
Santo André;Santo Amaro;São Paulo;Casa Verde;;;;;
São Paulo;Lapa;Não informado;Não informado;;;;;
São Paulo;Bela Vista;São Paulo;Lapa;;;;;
São Paulo;República;São Paulo;Bela Vista;;;;;
São Paulo;Santana;Não informado;Não informado;;;;;
Santos;Consolação;São Paulo;Higienópolis;;;;;
São Paulo;Perdizes;Não informado;Não informado;;;;;
São Paulo;Penha;Não informado;Não informado;;;;;
São Paulo;Lapa;Não informado;Não informado;;;;;
Mauá;Bela Vista;Não informado;Não informado;;;;;
São Paulo;Tucuruvi;São Paulo;Casa Verde;;;;;
São Paulo;Perdizes;São Paulo;Higienópolis;;;;;
São Paulo;Jabaquara;São Paulo;Santana;;;;;
São Paulo;Perdizes;Não informado;Não informado;;;;;
São Paulo;Lapa;Não informado;Não informado;;;;;
São Paulo;República;Não informado;Não informado;;;;;
São Paulo;Tucuruvi;Não informado;Não informado;;;;;
São Paulo;Pinheiros;São Paulo;Sé;;;;;
São Paulo;Penha;Não informado;Não informado;;;;;
São Paulo;República;Não informado;Não informado;;;;;
São Paulo;Casa Verde;São Paulo;Tucuruvi;;;;;
São Paulo;Vila Prudente;São Paulo;Sé;;;;;
São Paulo;República;Não informado;Não informado;;;;;
São Paulo;Higienópolis;São Paulo;Butantã;;;;;
São Paulo;Jabaquara;São Paulo;Sé;;;;;
São Paulo;Jabaquara;Não informado;Não informado;;;;;
São Paulo;Tucuruvi;Não informado;Não informado;;;;;
São Paulo;República;Não informado;Não informado;;;;;
São Paulo;Pinheiros;Não informado;Não informado;;;;;
São Paulo;República;Não informado;Não informado;;;;;
São Paulo;Higienópolis;São Paulo;Consolação;;;;;
São Caetano;Casa Verde;São Paulo;Tucuruvi;;;;;
São Paulo;Tatuapé;Não informado;Não informado;;;;;
Diadema;Sé;São Paulo;Penha;;;;;
São Paulo;Ipiranga;São Paulo;Consolação;;;;;
São Paulo;Lapa;Não informado;Não informado;;;;;
São Paulo;Santana;São Paulo;Itaquera;;;;;
São Paulo;Tatuapé;São Paulo;Higienópolis;;;;;
São Paulo;Pinheiros;Não informado;Não informado;;;;;
São Paulo;Butantã;São Paulo;Santana;;;;;
São Paulo;Perdizes;São Paulo;Sé;;;;;
São Paulo;Itaquera;São Paulo;Sé;;;;;
São Paulo;Lapa;Não informado;Não informado;;;;;
São Paulo;Jabaquara;Não informado;Não informado;;;;;
Rio Grande da Serra;Santana;São Paulo;República;;;;;
São Paulo;República;São Paulo;Bela Vista;;;;;
São Paulo;Vila Prudente;São Paulo;Vila Prudente;;;;;
São Paulo;Jabaquara;São Paulo;Vila Prudente;;;;;
São Paulo;Tucuruvi;Não informado;Não informado;;;;;
São Paulo;Tucuruvi;São Paulo;Limão;;;;;
São Paulo;Pinheiros;Não informado;Não informado;;;;;
São Paulo;Itaquera;Não informado;Não informado;;;;;
Diadema;Butantã;Não informado;Não informado;;;;;
São Paulo;Ipiranga;São Paulo;Itaquera;;;;;
São Paulo;Jabaquara;Não informado;Não informado;;;;;
São Paulo;Sé;São Paulo;Limão;;;;;
São Paulo;Santana;São Paulo;Sé;;;;;
São Paulo;Vila Prudente;Não informado;Não informado;;;;;
Suzano;Bela Vista;Não informado;Não informado;;;;;
Ribeirão Pires;Vila Prudente;Não informado;Não informado;;;;;
São Paulo;Consolação;Não informado;Não informado;;;;;
São Paulo;Pinheiros;São Paulo;Bela Vista;;;;;
São Paulo;Casa Verde;Não informado;Não informado;;;;;
São Paulo;Tucuruvi;Não informado;Não informado;;;;;
São Paulo;Santana;Não informado;Não informado;;;;;
São Paulo;Tatuapé;Não informado;Não informado;;;;;
São Paulo;Penha;São Paulo;República;;;;;
São Paulo;Casa Verde;São Paulo;Consolação;;;;;
São Paulo;Santana;São Paulo;Bela Vista;;;;;
São Paulo;Penha;São Paulo;Campo Limpo;;;;;
São Paulo;Jabaquara;São Paulo;Higienópolis;;;;;
São Paulo;Perdizes;Não informado;Não informado;;;;;
São Paulo;Campo Limpo;São Paulo;Lapa;;;;;
São Paulo;Pinheiros;São Paulo;Bela Vista;;;;;
São Paulo;República;São Paulo;Limão;;;;;
São Paulo;Tatuapé;São Paulo;Tucuruvi;;;;;
São Paulo;Santo Amaro;Não informado;Não informado;;;;;
Caldeira;Tatuapé;São Paulo;Casa Verde;;;;;
São Paulo;Lapa;São Paulo;Higienópolis;;;;;
São Paulo;Penha;Não informado;Não informado;;;;;
São Paulo;Bela Vista;São Paulo;República;;;;;
São Paulo;Pinheiros;São Paulo;Sé;;;;;
São Paulo;Sé;Não informado;Não informado;;;;;
São Paulo;Casa Verde;Não informado;Não informado;;;;;
São Paulo;Limão;São Paulo;Higienópolis;;;;;
São Paulo;Sé;São Paulo;Bela Vista;;;;;
São Paulo;República;Não informado;Não informado;;;;;
Diadema;Tatuapé;São Paulo;Santana;;;;;
São Paulo;Penha;São Paulo;Bela Vista;;;;;
São Paulo;Jabaquara;São Paulo;Higienópolis;;;;;
São Paulo;Pinheiros;São Paulo;Penha;;;;;
São Paulo;Consolação;Não informado;Não informado;;;;;
São Paulo;Penha;São Paulo;Higienópolis;;;;;
São Paulo;Perdizes;Não informado;Não informado;;;;;
São Paulo;Itaquera;São Paulo;Butantã;;;;;
São Paulo;Itaquera;São Paulo;República;;;;;
São Paulo;Consolação;São Paulo;Perdizes;;;;;
São Paulo;Pinheiros;Não informado;Não informado;;;;;
São Paulo;Consolação;São Paulo;Santo Amaro;;;;;
São Paulo;Butantã;São Paulo;Sé;;;;;
São Paulo;Perdizes;São Paulo;Limão;;;;;
São Paulo;Lapa;São Paulo;Bela Vista;;;;;
São Paulo;Limão;São Paulo;Limão;;;;;
São Paulo;Ipiranga;São Paulo;Sé;;;;;
São Paulo;Lapa;Não informado;Não informado;;;;;
São Paulo;Itaquera;São Paulo;Bela Vista;;;;;
São Paulo;Penha;São Paulo;Higienópolis;;;;;
São Paulo;Tatuapé;São Paulo;Tatuapé;;;;;
São Paulo;Butantã;Não informado;Não informado;;;;;
São Paulo;Itaquera;São Paulo;Ipiranga;;;;;
São Paulo;Penha;Não informado;Não informado;;;;;
São Paulo;Santana;Não informado;Não informado;;;;;
São Paulo;Limão;Não informado;Não informado;;;;;
São Paulo;Bela Vista;São Paulo;Sé;;;;;
São Paulo;Sé;São Paulo;Sé;;;;;
São Paulo;Vila Prudente;São Paulo;Tatuapé;;;;;
São Paulo;Butantã;São Paulo;Tatuapé;;;;;
São Paulo;Santana;São Paulo;Limão;;;;;
São Paulo;Pinheiros;São Paulo;Higienópolis;;;;;
Souza;Sé;Não informado;Não informado;;;;;
São Paulo;Tatuapé;São Paulo;Higienópolis;;;;;
São Paulo;Casa Verde;Não informado;Não informado;;;;;
São Paulo;Bela Vista;São Paulo;Higienópolis;;;;;
São Paulo;Vila Prudente;São Paulo;Penha;;;;;
São Paulo;Sé;São Paulo;Itaquera;;;;;
São Paulo;Higienópolis;Não informado;Não informado;;;;;
São Paulo;Consolação;Não informado;Não informado;;;;;
São Paulo;Perdizes;São Paulo;Sé;;;;;
Diadema;Lapa;Não informado;Não informado;;;;;
São Paulo;Casa Verde;Não informado;Não informado;;;;;
São Paulo;Santo Amaro;São Paulo;Bela Vista;;;;;
São Paulo;Vila Prudente;São Paulo;República;;;;;
São Paulo;Perdizes;Não informado;Não informado;;;;;
São Paulo;Pinheiros;Não informado;Não informado;;;;;
São Paulo;República;Não informado;Não informado;;;;;
São Paulo;Perdizes;São Paulo;Consolação;;;;;
São Paulo;Santo Amaro;São Paulo;Casa Verde;;;;;
São Paulo;Santo Amaro;São Paulo;Jabaquara;;;;;
São Paulo;República;São Paulo;Jabaquara;;;;;
São Paulo;Vila Prudente;São Paulo;Santana;;;;;
São Paulo;Tucuruvi;São Paulo;Tatuapé;;;;;
São Paulo;Campo Limpo;São Paulo;Bela Vista;;;;;
São Paulo;Consolação;Não informado;Não informado;;;;;
São Paulo;Limão;Não informado;Não informado;;;;;
São Paulo;Santo Amaro;Não informado;Não informado;;;;;
São Paulo;Limão;São Paulo;Pinheiros;;;;;
São Paulo;Pinheiros;São Paulo;Bela Vista;;;;;
São Paulo;Sé;Não informado;Não informado;;;;;
São Paulo;Ipiranga;São Paulo;Sé;;;;;
São Paulo;Vila Prudente;São Paulo;Consolação;;;;;
São Paulo;Limão;São Paulo;Higienópolis;;;;;
São Paulo;Pinheiros;Não informado;Não informado;;;;;
São Paulo;Higienópolis;São Paulo;Itaquera;;;;;
São Paulo;Santo Amaro;Não informado;Não informado;;;;;
São Paulo;Limão;São Paulo;República;;;;;
São Paulo;Santo Amaro;Não informado;Não informado;;;;;
São Paulo;Butantã;Não informado;Não informado;;;;;
Diadema;Penha;São Paulo;Butantã;;;;;
São Paulo;Santana;São Paulo;República;;;;;
São Paulo;Ipiranga;Não informado;Não informado;;;;;
São Paulo;Santana;São Paulo;República;;;;;
São Paulo;Ipiranga;São Paulo;Penha;;;;;
São Paulo;Consolação;São Paulo;Limão;;;;;
São Paulo;Tatuapé;São Paulo;Consolação;;;;;
São Paulo;Perdizes;Não informado;Não informado;;;;;
São Paulo;Ipiranga;Não informado;Não informado;;;;;
São Paulo;Penha;São Paulo;Higienópolis;;;;;
São Paulo;Jabaquara;São Paulo;Bela Vista;;;;;
São Paulo;Perdizes;São Paulo;Consolação;;;;;
Pereira de Minas;Higienópolis;Não informado;Não informado;;;;;
São Paulo;Perdizes;São Paulo;Consolação;;;;;
São Paulo;Campo Limpo;São Paulo;República;;;;;
Ribeiro;Santana;São Paulo;Consolação;;;;;
Suzano;Santo Amaro;São Paulo;República;;;;;
São Paulo;Consolação;Não informado;Não informado;;;;;
São Paulo;Sé;São Paulo;Tucuruvi;;;;;
São Paulo;Butantã;São Paulo;Limão;;;;;
São Paulo;Sé;São Paulo;Sé;;;;;
São Paulo;Higienópolis;Não informado;Não informado;;;;;
São Paulo;Butantã;Não informado;Não informado;;;;;
São Paulo;Tatuapé;São Paulo;Sé;;;;;
São Paulo;Vila Prudente;São Paulo;Tucuruvi;;;;;
São Paulo;Vila Prudente;Não informado;Não informado;;;;;
São Paulo;Lapa;São Paulo;Higienópolis;;;;;
São Paulo;Lapa;São Paulo;Bela Vista;;;;;
São Paulo;Jabaquara;São Paulo;Sé;;;;;
São Paulo;Tucuruvi;Não informado;Não informado;;;;;
São Paulo;Higienópolis;São Paulo;Santana;;;;;
São Paulo;Pinheiros;São Paulo;Casa Verde;;;;;
São Paulo;Tatuapé;São Paulo;Higienópolis;;;;;
Osasco;Perdizes;São Paulo;Higienópolis;;;;;
São Paulo;Santo Amaro;São Paulo;Campo Limpo;;;;;
São Paulo;Limão;São Paulo;Perdizes;;;;;
São Paulo;Santo Amaro;São Paulo;Santana;;;;;
São Paulo;Higienópolis;Não informado;Não informado;;;;;
Ribeirão Pires;Perdizes;São Paulo;Santo Amaro;;;;;
São Paulo;Santana;Não informado;Não informado;;;;;
São Paulo;Butantã;São Paulo;Sé;;;;;
São Paulo;Limão;Não informado;Não informado;;;;;
São Paulo;República;São Paulo;Consolação;;;;;
