data;nome_estabelecimento;bairro_estabelecimento;categoria_estabelecimento;tipo_cupom;valor_cupom;repasse_picmoney
09/07/2025;Selfit;Limão;Academias e Studios Fitness;Cashback;602.67;30.13
15/07/2025;Drogasil;Itaquera;Espaços Culturais e de Experiência Interativa;Produto;408.7;17.19
13/07/2025;Outback;Higienópolis;Igrejas e Lojas de Artigos Religiosos;Produto;921.03;19.71
21/07/2025;Starbucks;Higienópolis;Calçados Confortáveis e Ortopédicos;Produto;229.45;5.34
15/07/2025;Madero;Ipiranga;Espaços Culturais e de Experiência Interativa;Produto;826.81;10.48
01/07/2025;Forever 21;Santana;Lojas de Roupas e Sneakers;Produto;645.95;25.75
21/07/2025;Clube Pinheiros;Vila Prudente;Clubes e Centros de Convivência;Cashback;485.81;24.29
14/07/2025;Drogaria São Paulo;Casa Verde;Farmácias e Drogarias;Cashback;331.29;16.56
03/07/2025;Selfit;Ipiranga;Restaurantes com comida caseira;Produto;650.65;10.12
13/07/2025;Casas Bahia;Casa Verde;Calçados Confortáveis e Ortopédicos;Desconto;865.21;140.52
03/07/2025;Açaí no Ponto;Ipiranga;Lojas de Roupas e Calçados;Cashback;418.69;20.93
10/07/2025;Sesc Carmo;Santo Amaro;Igrejas e Lojas de Artigos Religiosos;Desconto;382.22;96.57
22/07/2025;Drogaria São Paulo;Penha;Farmácias e Drogarias;Cashback;988.59;49.43
27/07/2025;Droga Raia;Bela Vista;Bancos e Casas Lotéricas;Cashback;686.96;34.35
22/07/2025;Carrefour Express;Tucuruvi;Supermercados e Mercados Express;Produto;126.5;4.49
31/07/2025;Selfit;Perdizes;Restaurantes com comida caseira;Produto;816.16;43.19
16/07/2025;Smart Fit;Bela Vista;Lojas de Moda Urbana e Alternativa;Produto;231.84;2.51
27/07/2025;Drogasil;Perdizes;Farmácias e Drogarias;Produto;344.12;16.61
31/07/2025;Burger King;Tatuapé;Barbearias/Salões com estética jovem;Cashback;201.24;10.06
14/07/2025;Sesc Carmo;Butantã;Clubes e Centros de Convivência;Cashback;609.06;30.45
03/07/2025;Sesc Paulista;Ipiranga;Postos de Combustível e Serviços Automotivos;Desconto;259.79;117.82
26/07/2025;Sabin;Higienópolis;Coworkings e Centros de Estudo/Conexão;Produto;100.45;5.56
07/07/2025;McDonald's;Lapa;Lanchonetes e Fast-Food;Cashback;240.52;12.03
02/07/2025;Café Cultura;Santo Amaro;Cinema e Streaming Experience Stores;Desconto;525.98;218.12
27/07/2025;Lavoisier;Santo Amaro;Clínicas de Saúde e Bem-estar;Desconto;558.11;243.61
24/07/2025;Sesc Carmo;Jabaquara;Igrejas e Lojas de Artigos Religiosos;Produto;431.21;5.72
18/07/2025;Forever 21;Itaquera;Lojas de Roupas e Sneakers;Desconto;424.32;116.07
01/07/2025;Subway;Penha;Bancos e Casas Lotéricas;Desconto;963.43;318.3
29/07/2025;Riachuelo;Vila Prudente;Lojas de Roupas e Sneakers;Desconto;184.56;28.55
24/07/2025;Octavio Café;Ipiranga;Cafeterias e Bistrôs Modernos;Desconto;195.11;34.12
03/07/2025;Carrefour Express;Tatuapé;Supermercados e Mercados Express;Produto;611.03;15.88
31/07/2025;Drogaria São Paulo;Pinheiros;Restaurantes com comida caseira;Desconto;855.36;426.39
12/07/2025;Ráscal;Itaquera;Restaurantes e Gastronomia;Produto;426.22;22.97
22/07/2025;Sesc Paulista;Itaquera;Lojas de Moda Urbana e Alternativa;Produto;604.63;34.91
31/07/2025;Fleury;Jabaquara;Clínicas de Saúde e Bem-estar;Produto;757.46;44.33
16/07/2025;Selfit;Limão;Espaços Culturais e de Experiência Interativa;Produto;455.34;22.77
14/07/2025;Magazine Luiza;Limão;Lojas de Roupas e Calçados;Produto;266.11;7.52
21/07/2025;Habib's;Itaquera;Lanchonetes e Fast-Food;Cashback;661.34;33.07
09/07/2025;Sabin;Bela Vista;Clínicas de Saúde e Bem-estar;Desconto;527.78;132.96
25/07/2025;Smart Fit;Lapa;Postos de Combustível e Serviços Automotivos;Produto;147.75;4.73
02/07/2025;Carrefour Express;Lapa;Supermercados e Mercados Express;Produto;924.07;15.63
18/07/2025;Carrefour Express;Ipiranga;Postos de Combustível e Serviços Automotivos;Produto;725.66;13.79
07/07/2025;Fleury;Itaquera;Clínicas de Saúde e Bem-estar;Produto;944.13;16.87
05/07/2025;Ponto;Itaquera;Restaurantes com comida caseira;Cashback;216.9;10.85
28/07/2025;Smart Fit;Casa Verde;Cinema e Streaming Experience Stores;Produto;479.87;10.49
02/07/2025;Madero;Consolação;Coworkings e Centros de Estudo/Conexão;Produto;751.11;26.28
02/07/2025;Lavoisier;Perdizes;Clínicas de Saúde e Bem-estar;Produto;447.23;8.28
23/07/2025;Riachuelo;Perdizes;Lojas de Roupas e Sneakers;Desconto;425.45;111.67
15/07/2025;Octavio Café;Tucuruvi;Lojas de Roupas e Calçados;Produto;694.96;20.73
17/07/2025;Magazine Luiza;Penha;Igrejas e Lojas de Artigos Religiosos;Produto;641.88;19.48
13/07/2025;Drogasil;República;Farmácias e Drogarias;Produto;587.4;9.11
15/07/2025;Drogaria São Paulo;Santana;Igrejas e Lojas de Artigos Religiosos;Cashback;411.22;20.56
16/07/2025;Café Cultura;Tatuapé;Cafeterias e Bistrôs Modernos;Cashback;337;16.85
09/07/2025;Habib's;Consolação;Lanchonetes e Fast-Food;Desconto;166.19;23.12
17/07/2025;Smart Fit;Campo Limpo;Academias e Studios Fitness;Desconto;813.29;106.01
30/07/2025;Carrefour Express;Higienópolis;Bancos, Agências e Correspondentes;Cashback;392.47;19.62
26/07/2025;Ráscal;Vila Prudente;Restaurantes e Gastronomia;Produto;932.27;50.27
27/07/2025;Outback;Higienópolis;Restaurantes e Gastronomia;Cashback;409.32;20.47
09/07/2025;Just Run;Lapa;Calçados Confortáveis e Ortopédicos;Cashback;722.06;36.1
27/07/2025;Renner;Casa Verde;Restaurantes com comida caseira;Cashback;746.09;37.3
17/07/2025;Forever 21;Santo Amaro;Lojas de Roupas e Sneakers;Desconto;801.69;90.29
24/07/2025;Sabin;Casa Verde;Clínicas de Saúde e Bem-estar;Produto;318.98;14.4
13/07/2025;Octavio Café;Bela Vista;Lojas de Roupas e Calçados;Produto;166.39;7.19
07/07/2025;Drogaria São Paulo;Santo Amaro;Clínicas Médicas e Laboratórios;Cashback;738.62;36.93
09/07/2025;Extra;Limão;Espaços Culturais e de Experiência Interativa;Produto;147.74;8.81
25/07/2025;Smart Fit;Butantã;Academias e Studios Fitness;Produto;315.98;3.23
05/07/2025;Extra;Itaquera;Lojas de Moda Urbana e Alternativa;Desconto;598.85;140.29
27/07/2025;Just Run;Vila Prudente;Barbearias/Salões com estética jovem;Desconto;702.11;91.46
15/07/2025;Droga Raia;Ipiranga;Bancos, Agências e Correspondentes;Desconto;547.03;136.4
20/07/2025;Sabin;Tucuruvi;Clínicas de Saúde e Bem-estar;Desconto;611.81;268.6
20/07/2025;Magazine Luiza;Campo Limpo;Bancos, Agências e Correspondentes;Cashback;320.19;16.01
23/07/2025;Casas Bahia;Consolação;Postos de Combustível e Serviços Automotivos;Desconto;551.64;197.65
26/07/2025;Café Cultura;Campo Limpo;Cafeterias e Bistrôs Modernos;Produto;790.81;12.47
13/07/2025;Subway;Consolação;Lanchonetes e Fast-Food;Cashback;963.32;48.17
06/07/2025;Smart Fit;Penha;Academias e Studios Fitness;Produto;657.82;31.54
30/07/2025;Drogaria São Paulo;Bela Vista;Lojas de Eletrodomésticos e Utilidades Domésticas;Cashback;934.33;46.72
09/07/2025;Sesc Carmo;Itaquera;Supermercados de Bairro e Mercadinhos;Produto;557.57;8.94
19/07/2025;Renner;Santo Amaro;Lojas de Roupas e Sneakers;Desconto;703.31;251.65
10/07/2025;Outback;Perdizes;Restaurantes e Gastronomia;Desconto;294.97;138.35
15/07/2025;Café Cultura;Penha;Barbearias/Salões com estética jovem;Cashback;135.56;6.78
04/07/2025;Just Run;Santo Amaro;Coworkings e Centros de Estudo/Conexão;Cashback;959.17;47.96
14/07/2025;Extra;Penha;Fisioterapia e Terapias Complementares;Desconto;163.1;28.36
25/07/2025;Outback;Penha;Restaurantes e Gastronomia;Desconto;610.35;149.9
11/07/2025;Smart Fit;Jabaquara;Restaurantes com comida caseira;Desconto;197.33;97.89
09/07/2025;Smart Fit;Vila Prudente;Fisioterapia e Terapias Complementares;Cashback;224.01;11.2
07/07/2025;Drogaria São Paulo;Pinheiros;Igrejas e Lojas de Artigos Religiosos;Desconto;233.26;35.17
18/07/2025;Drogaria São Paulo;Sé;Farmácias e Drogarias;Desconto;200.29;54.37
09/07/2025;McDonald's;Vila Prudente;Espaços Culturais e de Experiência Interativa;Produto;634.47;29.1
06/07/2025;Renner;Penha;Lojas de Roupas e Sneakers;Cashback;857.98;42.9
14/07/2025;Carrefour Express;Ipiranga;Lojas de Moda Urbana e Alternativa;Produto;702.84;40.02
13/07/2025;Ponto;Santo Amaro;Clínicas Médicas e Laboratórios;Desconto;780;219.03
26/07/2025;Just Run;Tatuapé;Barbearias/Salões com estética jovem;Cashback;567.66;28.38
27/07/2025;Churrascaria Boi Preto;Vila Prudente;Lojas de Roupas e Calçados;Produto;550.53;23.09
13/07/2025;Ráscal;Penha;Restaurantes e Gastronomia;Desconto;483.84;231.93
02/07/2025;Sesc Paulista;Santana;Cinema e Streaming Experience Stores;Desconto;231.44;112.44
13/07/2025;Renner;Vila Prudente;Coworkings e Centros de Estudo/Conexão;Produto;724.88;8.26
15/07/2025;Lavoisier;Ipiranga;Clínicas de Saúde e Bem-estar;Cashback;497.64;24.88
03/07/2025;Droga Raia;Vila Prudente;Farmácias e Drogarias;Desconto;805.04;311.17
18/07/2025;Casas Bahia;Santana;Bancos, Agências e Correspondentes;Cashback;510.8;25.54
09/07/2025;Açaí no Ponto;Santana;Espaços Culturais e de Experiência Interativa;Produto;968.72;57.81
17/07/2025;Drogasil;República;Farmácias e Drogarias;Produto;442.04;6.73
17/07/2025;Ponto;República;Igrejas e Lojas de Artigos Religiosos;Cashback;571.95;28.6
22/07/2025;Sesc Paulista;Casa Verde;Clubes e Centros de Convivência;Produto;594.53;33.5
05/07/2025;Açaí no Ponto;Vila Prudente;Barbearias/Salões com estética jovem;Produto;677.48;18.71
24/07/2025;Fleury;Lapa;Lojas de Eletrônicos e Games;Produto;282.16;7.18
06/07/2025;Ráscal;Limão;Cinema e Streaming Experience Stores;Cashback;472.27;23.61
20/07/2025;Ráscal;Limão;Restaurantes e Gastronomia;Desconto;454.1;194.15
03/07/2025;Madero;Penha;Barbearias/Salões com estética jovem;Desconto;315.21;89.4
28/07/2025;Riachuelo;Consolação;Lojas de Roupas e Sneakers;Cashback;468.24;23.41
01/07/2025;Riachuelo;Butantã;Lojas de Roupas e Sneakers;Produto;694.97;29.94
28/07/2025;Pão de Açúcar;Casa Verde;Supermercados e Mercados Express;Cashback;206;10.3
27/07/2025;Sabin;Penha;Bancos e Casas Lotéricas;Produto;662.87;35.29
30/07/2025;Magazine Luiza;Higienópolis;Produtos Naturais e Fitoterápicos;Produto;932.06;19.56
03/07/2025;Ráscal;Jabaquara;Postos de Combustível e Serviços Automotivos;Produto;521.07;23.87
03/07/2025;Pão de Açúcar;Sé;Coworkings e Centros de Estudo/Conexão;Cashback;636.48;31.82
19/07/2025;Octavio Café;Butantã;Igrejas e Lojas de Artigos Religiosos;Produto;864.26;44.82
23/07/2025;Casas Bahia;Ipiranga;Coworkings e Centros de Estudo/Conexão;Cashback;142.23;7.11
21/07/2025;Clube Pinheiros;República;Lojas de Eletrodomésticos e Utilidades Domésticas;Cashback;743.58;37.18
30/07/2025;Açaí no Ponto;Santana;Lanchonetes e Fast-Food;Produto;549.73;13.74
26/07/2025;Sabin;Consolação;Postos de Combustível e Serviços Automotivos;Cashback;605.67;30.28
18/07/2025;Selfit;Santo Amaro;Academias e Studios Fitness;Cashback;935.48;46.77
04/07/2025;Just Run;Perdizes;Supermercados de Bairro e Mercadinhos;Cashback;311.38;15.57
01/07/2025;Ráscal;Limão;Restaurantes e Gastronomia;Cashback;768.89;38.44
12/07/2025;Starbucks;Consolação;Cafeterias e Bistrôs Modernos;Cashback;930.1;46.51
05/07/2025;Drogasil;Itaquera;Farmácias e Drogarias;Cashback;171.67;8.58
06/07/2025;Casas Bahia;República;Bancos e Casas Lotéricas;Desconto;179.61;85.83
16/07/2025;Habib's;Campo Limpo;Bancos, Agências e Correspondentes;Cashback;615.09;30.75
12/07/2025;Drogasil;Tatuapé;Farmácias e Drogarias;Produto;682.43;15.98
17/07/2025;Just Run;Pinheiros;Academias e Studios Fitness;Cashback;591.41;29.57
18/07/2025;Subway;Consolação;Lojas de Eletrodomésticos e Utilidades Domésticas;Desconto;865.32;111.87
12/07/2025;Sabin;República;Fisioterapia e Terapias Complementares;Produto;794.13;19.69
19/07/2025;Carrefour Express;Campo Limpo;Supermercados e Mercados Express;Cashback;372.7;18.64
10/07/2025;Sesc Paulista;Jabaquara;Bancos e Casas Lotéricas;Cashback;667.81;33.39
09/07/2025;Renner;República;Lojas de Roupas e Sneakers;Produto;955.55;14.06
13/07/2025;Sesc Carmo;Bela Vista;Clubes e Centros de Convivência;Produto;121.43;7.14
03/07/2025;Selfit;Consolação;Espaços Culturais e de Experiência Interativa;Produto;159.37;2.84
02/07/2025;Carrefour Express;Jabaquara;Igrejas e Lojas de Artigos Religiosos;Desconto;837.49;256.98
06/07/2025;Pão de Açúcar;Tucuruvi;Supermercados e Mercados Express;Produto;947.96;10.43
26/07/2025;Forever 21;República;Lojas de Roupas e Sneakers;Desconto;972.64;366.5
10/07/2025;Ráscal;Penha;Coworkings e Centros de Estudo/Conexão;Desconto;398.07;149.34
31/07/2025;Starbucks;Pinheiros;Lojas de Eletrodomésticos e Utilidades Domésticas;Produto;948.6;48.06
14/07/2025;Madero;Lapa;Barbearias/Salões com estética jovem;Cashback;244.24;12.21
13/07/2025;Starbucks;Campo Limpo;Calçados Confortáveis e Ortopédicos;Cashback;975.99;48.8
12/07/2025;Clube Pinheiros;Tucuruvi;Clubes e Centros de Convivência;Cashback;123.57;6.18
04/07/2025;Smart Fit;Itaquera;Papelarias, Livrarias e Lojas de Escritório;Desconto;170.78;19.59
21/07/2025;McDonald's;Jabaquara;Lanchonetes e Fast-Food;Desconto;170.86;52.1
29/07/2025;Subway;Santana;Lanchonetes e Fast-Food;Desconto;548.42;195.34
16/07/2025;Sabin;Campo Limpo;Postos de Combustível e Serviços Automotivos;Desconto;992.17;394.82
24/07/2025;McDonald's;Tatuapé;Clínicas Médicas e Laboratórios;Cashback;398.24;19.91
11/07/2025;Smart Fit;Campo Limpo;Lojas de Eletrônicos e Games;Desconto;610.83;122.3
31/07/2025;Extra;Consolação;Supermercados e Mercados Express;Desconto;653.86;129.81
02/07/2025;Sesc Paulista;Higienópolis;Coworkings e Centros de Estudo/Conexão;Produto;670.19;22.45
06/07/2025;Burger King;Consolação;Fisioterapia e Terapias Complementares;Desconto;762.91;267.18
12/07/2025;Forever 21;Consolação;Coworkings e Centros de Estudo/Conexão;Desconto;913.01;158.12
06/07/2025;Magazine Luiza;Santana;Lojas de Eletrodomésticos e Utilidades Domésticas;Desconto;194.6;47.49
20/07/2025;Ponto;Lapa;Lojas de Roupas e Calçados;Produto;212.91;10.53
31/07/2025;Pão de Açúcar;Casa Verde;Cinema e Streaming Experience Stores;Desconto;970.85;119.01
24/07/2025;Renner;Campo Limpo;Lojas de Móveis e Decoração;Desconto;587.98;186.39
02/07/2025;Octavio Café;República;Calçados Confortáveis e Ortopédicos;Desconto;350.28;115.23
06/07/2025;Selfit;Vila Prudente;Papelarias, Livrarias e Lojas de Escritório;Produto;265.05;11.16
08/07/2025;Riachuelo;Tucuruvi;Lojas de Roupas e Calçados;Produto;967.08;56.72
05/07/2025;Sabin;Limão;Espaços Culturais e de Experiência Interativa;Produto;480.2;12.8
17/07/2025;Casas Bahia;República;Lojas de Eletrônicos e Games;Cashback;994.79;49.74
27/07/2025;Clube Pinheiros;Jabaquara;Clubes e Centros de Convivência;Desconto;884.38;280.81
17/07/2025;Riachuelo;Bela Vista;Igrejas e Lojas de Artigos Religiosos;Produto;169.04;4.67
05/07/2025;Subway;Vila Prudente;Lanchonetes e Fast-Food;Desconto;312.59;83.54
17/07/2025;Pão de Açúcar;Tatuapé;Supermercados e Mercados Express;Produto;118.74;3.08
20/07/2025;Sabin;Perdizes;Espaços Culturais e de Experiência Interativa;Produto;928.57;22.1
16/07/2025;Renner;Higienópolis;Lojas de Roupas e Sneakers;Cashback;345.61;17.28
20/07/2025;McDonald's;Limão;Postos de Combustível e Serviços Automotivos;Cashback;765.52;38.28
14/07/2025;Casas Bahia;Tatuapé;Coworkings e Centros de Estudo/Conexão;Desconto;532.56;215.61
26/07/2025;Clube Pinheiros;Santo Amaro;Bancos e Casas Lotéricas;Desconto;737.47;175.01
28/07/2025;Clube Pinheiros;Campo Limpo;Produtos Naturais e Fitoterápicos;Desconto;270.09;39.22
09/07/2025;Café Cultura;Penha;Bancos e Casas Lotéricas;Produto;409.78;12.4
19/07/2025;Ponto;Limão;Barbearias/Salões com estética jovem;Cashback;503.03;25.15
13/07/2025;Ponto;Butantã;Calçados Confortáveis e Ortopédicos;Desconto;876.32;344.41
14/07/2025;Pão de Açúcar;Higienópolis;Lojas de Móveis e Decoração;Desconto;356.65;50.32
31/07/2025;Burger King;Bela Vista;Barbearias/Salões com estética jovem;Produto;660.44;24.03
12/07/2025;Sesc Paulista;Campo Limpo;Postos de Combustível e Serviços Automotivos;Produto;489.63;22.08
12/07/2025;Fleury;Butantã;Clínicas de Saúde e Bem-estar;Cashback;738.13;36.91
30/07/2025;Extra;Butantã;Supermercados e Mercados Express;Cashback;236.42;11.82
25/07/2025;Subway;Tucuruvi;Igrejas e Lojas de Artigos Religiosos;Cashback;711.99;35.6
16/07/2025;McDonald's;Bela Vista;Clínicas Médicas e Laboratórios;Cashback;408.41;20.42
12/07/2025;Starbucks;Bela Vista;Restaurantes com comida caseira;Desconto;898.59;174.17
04/07/2025;Fleury;Pinheiros;Lojas de Eletrônicos e Games;Desconto;999.35;444.63
16/07/2025;Octavio Café;Penha;Calçados Confortáveis e Ortopédicos;Produto;411.3;19.39
17/07/2025;Drogasil;Itaquera;Farmácias e Drogarias;Produto;412.63;11.6
31/07/2025;Lavoisier;Tucuruvi;Clínicas de Saúde e Bem-estar;Produto;575.19;29.05
25/07/2025;Drogasil;Itaquera;Fisioterapia e Terapias Complementares;Cashback;632.71;31.64
04/07/2025;Sabin;Itaquera;Restaurantes com comida caseira;Desconto;578.58;253.79
20/07/2025;Extra;Penha;Supermercados e Mercados Express;Produto;769.17;38.65
07/07/2025;Subway;Jabaquara;Lanchonetes e Fast-Food;Produto;585.17;16.32
21/07/2025;Subway;Limão;Lanchonetes e Fast-Food;Produto;609.12;33.25
22/07/2025;Madero;Ipiranga;Barbearias/Salões com estética jovem;Desconto;532.65;245.32
08/07/2025;Starbucks;Penha;Cafeterias e Bistrôs Modernos;Cashback;780.62;39.03
09/07/2025;Café Cultura;Vila Prudente;Barbearias/Salões com estética jovem;Cashback;493.91;24.7
24/07/2025;Drogaria São Paulo;Butantã;Farmácias e Drogarias;Cashback;360.4;18.02
02/07/2025;Burger King;Butantã;Lanchonetes e Fast-Food;Desconto;329.68;63.76
15/07/2025;Ponto;Tucuruvi;Papelarias, Livrarias e Lojas de Escritório;Cashback;215.34;10.77
12/07/2025;Octavio Café;Penha;Cafeterias e Bistrôs Modernos;Cashback;691.34;34.57
13/07/2025;Fleury;Campo Limpo;Produtos Naturais e Fitoterápicos;Cashback;247.4;12.37
26/07/2025;Outback;Higienópolis;Postos de Combustível e Serviços Automotivos;Desconto;329.69;157.82
02/07/2025;Extra;Santana;Supermercados e Mercados Express;Produto;543.2;9.44
06/07/2025;Subway;Butantã;Lojas de Eletrodomésticos e Utilidades Domésticas;Cashback;231.78;11.59
09/07/2025;Renner;Itaquera;Supermercados de Bairro e Mercadinhos;Cashback;810.17;40.51
10/07/2025;Starbucks;Penha;Postos de Combustível e Serviços Automotivos;Produto;124.64;2.47
26/07/2025;Extra;Penha;Supermercados e Mercados Express;Cashback;707.67;35.38
14/07/2025;Carrefour Express;Penha;Supermercados e Mercados Express;Produto;928.92;41.22
02/07/2025;Ráscal;Lapa;Papelarias, Livrarias e Lojas de Escritório;Desconto;470.17;94.31
23/07/2025;Ráscal;Ipiranga;Postos de Combustível e Serviços Automotivos;Produto;372.63;7.7
20/07/2025;Ráscal;Pinheiros;Restaurantes e Gastronomia;Produto;512.45;21.95
10/07/2025;McDonald's;Limão;Papelarias, Livrarias e Lojas de Escritório;Desconto;341.2;169.7
24/07/2025;Ráscal;Tatuapé;Lojas de Móveis e Decoração;Cashback;381.29;19.06
20/07/2025;Droga Raia;Butantã;Lojas de Móveis e Decoração;Desconto;877.33;189.5
14/07/2025;Churrascaria Boi Preto;Bela Vista;Restaurantes com comida caseira;Produto;710.83;38.9
06/07/2025;Starbucks;Higienópolis;Restaurantes com comida caseira;Desconto;134.33;20.19
28/07/2025;Sesc Carmo;Campo Limpo;Lojas de Móveis e Decoração;Desconto;188.21;79.17
03/07/2025;Renner;Casa Verde;Igrejas e Lojas de Artigos Religiosos;Cashback;487.43;24.37
07/07/2025;Starbucks;Jabaquara;Bancos e Casas Lotéricas;Desconto;140.69;18.05
30/07/2025;Pão de Açúcar;Tatuapé;Igrejas e Lojas de Artigos Religiosos;Produto;892.7;34.54
07/07/2025;Lavoisier;Ipiranga;Supermercados de Bairro e Mercadinhos;Cashback;385.61;19.28
23/07/2025;Sesc Paulista;Itaquera;Clubes e Centros de Convivência;Desconto;648.43;79.92
20/07/2025;Carrefour Express;Casa Verde;Igrejas e Lojas de Artigos Religiosos;Produto;634.25;37.3
06/07/2025;Churrascaria Boi Preto;Tatuapé;Bancos, Agências e Correspondentes;Cashback;341.3;17.07
18/07/2025;Droga Raia;Consolação;Lojas de Roupas e Calçados;Desconto;102.79;47.57
